event_index,cp_id,trackster_id,sim_to_reco_score,reco_to_sim_score,cp_energy,trackster_energy,cp_avg_eta,cp_separation,energy_diff_ratio
15,0,1,0.012189592558431243,0.00988430305731783,42.986183954402804,38.71250475384295,1.802361,112.229164,-0.09941983231386903
15,1,0,0.08579268957526333,0.05112903996050243,79.66451648622751,61.65098994970322,1.9940851,112.229164,-0.22611731459687567
15,1,1,1.0,1.0,79.66451648622751,38.71250475384295,1.9940851,112.229164,-0.5140558624926116
16,0,0,1.0,1.0,130.09714414924383,123.6811400577426,2.1994793,83.879456,-0.0493170248544501
16,0,1,0.02444662940206383,0.01828153381338547,130.09714414924383,112.50681045651436,2.1994793,83.879456,-0.13520922236809696
16,1,0,0.05582840684859803,0.03652256094230771,152.90206527058035,123.6811400577426,1.8961754,83.879456,-0.19110876730884882
16,1,1,1.0,1.0,152.90206527058035,112.50681045651436,1.8961754,83.879456,-0.26419038057191224
17,0,0,1.0,1.0,101.88573474436998,68.05499874055386,2.733221,38.10137,-0.33204585596498876
17,0,1,0.06683314894696908,0.04169072345513041,101.88573474436998,81.08239328861237,2.733221,38.10137,-0.20418306358542673
17,1,0,0.9806442776037344,0.20457704574732052,124.25641758367419,68.05499874055386,2.7582614,38.10137,-0.45230194090598447
17,1,1,1.0,1.0,124.25641758367419,81.08239328861237,2.7582614,38.10137,-0.3474591102386198
18,0,0,0.9434505964729442,0.22744786030467645,159.89503937773407,83.63870621472597,1.9729142,64.89532,-0.4769149403244529
18,0,1,1.0,1.0,159.89503937773407,31.369681864976883,1.9729142,64.89532,-0.8038107874574549
18,1,0,1.0,1.0,39.61105420254171,83.63870621472597,2.350673,64.89532,1.1114991231250582
18,1,1,0.06941265984197792,0.043287875275406146,39.61105420254171,31.369681864976883,2.350673,64.89532,-0.2080573845731176
19,0,0,0.14655092122544638,0.07649044675897908,54.62839768268168,39.51987290754914,1.9420905,30.923018,-0.27656906327168823
19,0,1,1.0,1.0,54.62839768268168,66.32229885831475,1.9420905,30.923018,0.21406267933317544
19,1,0,1.0,1.0,91.4351752474904,39.51987290754914,2.242455,30.923018,-0.5677826088200795
19,1,1,0.1488959799901979,0.07543385709822978,91.4351752474904,66.32229885831475,2.242455,30.923018,-0.27465224757542006
20,0,0,1.0,0.30923220612864993,131.99483113829046,58.594286208972335,2.116145,40.487675,-0.556086509572611
20,0,1,1.0,1.0,131.99483113829046,19.36218497157097,2.116145,40.487675,-0.8533110364656228
20,1,0,1.0,1.0,28.453672364354134,58.594286208972335,2.3133957,40.487675,1.0592873024846317
20,1,1,0.28307472969810615,0.10209235660804579,28.453672364354134,19.36218497157097,2.3133957,40.487675,-0.31951894561675964
21,0,0,0.16139564761149994,0.3942499503985974,71.67211003415287,111.67569351941347,2.919463,21.663313,0.5581471435150756
21,1,0,0.3003623256865325,0.8795607910609099,110.78841886110604,111.67569351941347,2.809778,21.663313,0.008008731123961589
22,0,0,1.0,1.0,25.503126656636596,80.87584770843387,1.6417377,102.270515,2.171213035848991
22,0,1,0.02618551226113906,0.019332942390432904,25.503126656636596,21.95709665119648,1.6417377,102.270515,-0.13904295160285157
22,1,0,0.36867780450434945,0.1177867511250981,123.13632673770189,80.87584770843387,2.4985802,102.270515,-0.3432007446453144
22,1,1,1.0,1.0,123.13632673770189,21.95709665119648,2.4985802,102.270515,-0.8216846544564526
23,0,0,0.09509540493450501,0.0552923831503685,142.56664281710982,109.04304843395948,1.7630156,54.45018,-0.23514332469872173
23,0,1,1.0,1.0,142.56664281710982,3.4062960036098957,1.7630156,54.45018,-0.9761073422484976
23,1,0,1.0,1.0,13.315359691157937,109.04304843395948,1.7166969,54.45018,7.189267955440175
23,1,1,1.0,0.5538082666778986,13.315359691157937,3.4062960036098957,1.7166969,54.45018,-0.744182952423595
24,0,0,1.0,1.0,2.1831842064857483,20.749863609671593,2.8177717,103.262276,8.504403498352739
24,1,0,1.0,0.4804328609724742,67.61834761872888,20.749863609671593,2.4360473,103.262276,-0.693132643130068
25,0,0,1.0,1.0,206.3817251836881,73.13886971771717,1.8979585,121.94341,-0.6456136334134206
25,0,1,0.11669039634892495,0.06431662084620954,206.3817251836881,154.04183008521795,1.8979585,121.94341,-0.25360721765401234
25,1,0,0.13834572170695258,0.07258574305810368,100.11033815518022,73.13886971771717,2.8117163,121.94341,-0.2694174141701009
25,1,1,1.0,1.0,100.11033815518022,154.04183008521795,2.8117163,121.94341,0.5387205050335458
26,0,0,1.0,1.0,113.70166190434247,176.90882010757923,2.3355544,117.206535,0.5559035562418878
26,0,1,0.6223533101266634,0.16079825856474067,113.70166190434247,68.10768414288759,2.3355544,117.206535,-0.4009965817369778
26,0,2,1.0,1.0,113.70166190434247,2.8833033367991447,2.3355544,117.206535,-0.9746415022568019
26,1,0,0.009644838652229995,0.00799536042639223,194.28078191261739,176.90882010757923,1.66172,117.206535,-0.08941677933359166
26,1,1,1.0,1.0,194.28078191261739,68.10768414288759,1.66172,117.206535,-0.6494368435601586
26,1,2,1.0,0.9705384352697258,194.28078191261739,2.8833033367991447,1.66172,117.206535,-0.9851590913500854
27,0,0,0.20700073046838635,0.09648715706023106,129.31950597744435,89.15063094347715,1.8088938,25.883013,-0.31061729419978895
27,0,1,1.0,1.0,129.31950597744435,7.442413121461868,1.8088938,25.883013,-0.9424494157690336
27,1,0,0.9945876168072711,1.0,14.299875563010573,89.15063094347715,1.6293902,25.883013,5.234364106921511
27,1,1,0.8522530522924946,0.2299653262106029,14.299875563010573,7.442413121461868,1.6293902,25.883013,-0.4795470010443219
28,0,0,1.0,0.7980055292865931,8.503936380147934,0.9072717726230621,2.8173196,67.07742,-0.8933115521958692
28,1,0,1.0,1.0,1.4033737927675247,0.9072717726230621,2.8122785,67.07742,-0.3535066870289234
29,0,0,0.28204335301320904,0.9896276517615303,43.83434937521815,66.16326063126326,2.3333495,100.35225,0.5093930119713104
29,0,1,0.935244614260329,0.19985804515438912,43.83434937521815,24.237990584224463,2.3333495,100.35225,-0.4470548569855707
29,1,0,0.1668987978197068,0.08327642415727554,93.00123641081154,66.16326063126326,1.9039453,100.35225,-0.2885765481761738
29,1,1,1.0,1.0,93.00123641081154,24.237990584224463,1.9039453,100.35225,-0.7393799102072286
30,0,0,1.0,1.0,37.96460016258061,28.874758828431368,2.2231603,99.21167,-0.2394293972601493
30,0,1,0.06827369777798582,0.042902726987556414,37.96460016258061,30.101002603769302,2.2231603,99.21167,-0.20712973467746343
30,1,0,0.30403409841129597,0.1250656637398769,44.673305328935385,28.874758828431368,1.9335344,99.21167,-0.35364624095256114
30,1,1,1.0,1.0,44.673305328935385,30.101002603769302,1.9335344,99.21167,-0.32619710177853
31,0,0,0.48046575909407785,0.9920938820279211,114.90328859211877,108.4050205051899,1.7592286,47.0551,-0.056554239365561476
31,0,1,0.7557013616838555,0.16494757455953196,114.90328859211877,68.23676756769419,1.7592286,47.0551,-0.40613738384878084
31,1,0,0.3607459097916292,0.1406775582247318,173.4674808960408,108.4050205051899,1.7701011,47.0551,-0.37507007108636625
31,1,1,1.0,1.0,173.4674808960408,68.23676756769419,1.7701011,47.0551,-0.6066307805058371
32,0,0,0.22050527746019885,0.10188881420585187,156.04003455117345,106.23201294243336,1.9517086,129.42003,-0.31920027287872405
32,0,1,1.0,1.0,156.04003455117345,75.74117204546928,1.9517086,129.42003,-0.5146042343342989
32,1,0,1.0,1.0,87.33013603650033,106.23201294243336,2.8183253,129.42003,0.21644162901604586
32,1,1,0.023425228593138777,0.01761006477895459,87.33013603650033,75.74117204546928,2.8183253,129.42003,-0.13270291925558605
33,0,0,0.41099540712927507,0.15014560484345071,140.0536786057055,85.78480191342533,2.084925,91.30438,-0.3874862640706773
33,0,1,1.0,1.0,140.0536786057055,62.517656825482845,2.084925,91.30438,-0.5536164601467597
33,1,0,1.0,1.0,94.36098689585924,85.78480191342533,1.9282848,91.30438,-0.090886978449038
33,1,1,0.4826230130570902,0.11388119303797702,94.36098689585924,62.517656825482845,1.9282848,91.30438,-0.3374628765330744
34,0,0,0.6916310489581221,0.19346722299479946,154.36556014511734,86.46800880879164,2.4160783,47.635796,-0.4398490911605929
34,0,1,1.0,0.9329786321160548,154.36556014511734,36.848030008375645,2.4160783,47.635796,-0.7612937110211939
34,1,0,1.0,1.0,70.37160889152437,86.46800880879164,2.0948286,47.635796,0.22873428888174716
34,1,1,0.8924104159033923,0.22693725235499382,70.37160889152437,36.848030008375645,2.0948286,47.635796,-0.47637931562463315
35,0,0,1.0,1.0,117.33704223670065,33.483907878398895,2.0906389,38.120144,-0.7146348055130556
35,0,1,0.29061595248922806,0.11754673757900076,117.33704223670065,77.1079320795834,2.0906389,38.120144,-0.34285089678640623
35,1,0,1.0,0.30962043296351544,75.48824502527714,33.483907878398895,2.54984,38.120144,-0.5564354706194738
35,1,1,0.9999999568051328,0.9999999934805174,75.48824502527714,77.1079320795834,2.54984,38.120144,0.02145614928210238
36,0,0,0.2332094872976257,0.10183700847883351,106.78883105982095,72.71047398075461,2.8568742,39.59208,-0.3191191133085475
36,0,1,1.0,0.9999967729518491,106.78883105982095,14.480562422424555,2.8568742,39.59208,-0.8644000287416497
36,1,0,1.0,1.0,30.928093208000064,72.71047398075461,2.2349808,39.59208,1.350952368507052
36,1,1,1.0,0.2828102364329746,30.928093208000064,14.480562422424555,2.2349808,39.59208,-0.5317990564423507
37,0,0,0.9259606636714446,0.192327433656997,107.14096441119909,60.15413186326623,2.6483443,95.68477,-0.43855151767722456
37,0,1,1.0,1.0,107.14096441119909,25.351019375026226,2.6483443,95.68477,-0.7633863059349467
37,0,2,1.0,1.0,107.14096441119909,91.25960923731327,2.6483443,95.68477,-0.14822860015459965
37,1,0,1.0,1.0,164.51333397999406,60.15413186326623,1.890528,95.68477,-0.6343510254884179
37,1,1,1.0,0.7155518016100911,164.51333397999406,25.351019375026226,1.890528,95.68477,-0.8459029504677774
37,1,2,0.6462410489417658,0.1982700960420344,164.51333397999406,91.25960923731327,1.890528,95.68477,-0.4452753036516112
38,0,0,1.0,1.0,48.24835859052837,91.34084958210588,2.490557,66.34454,0.8931390051481873
38,0,1,0.11248194733794238,0.06290190134885909,48.24835859052837,36.14754892885685,2.490557,66.34454,-0.2508025146382291
38,1,0,0.26441539936794944,0.11420999365313952,137.96662933565676,91.34084958210588,2.5167942,66.34454,-0.3379496910090902
38,1,1,1.0,1.0,137.96662933565676,36.14754892885685,2.5167942,66.34454,-0.7379978832351258
39,0,0,0.9302337610896048,0.2409793761693666,64.29618506133556,32.73341269046068,1.7735137,82.7933,-0.49089650250268296
39,0,1,1.0,1.0,64.29618506133556,53.53307059034705,1.7735137,82.7933,-0.16739895937404378
39,1,0,1.0,1.0,77.31000873632729,32.73341269046068,2.52366,82.7933,-0.5765954082077404
39,1,1,0.19752688053952083,0.09458895147316713,77.31000873632729,53.53307059034705,2.52366,82.7933,-0.3075531685305277
40,0,0,1.0,1.0,69.30099582951516,85.1639311350882,2.0164187,35.304638,0.2288990961197278
40,0,1,1.0,0.2748244961839391,69.30099582951516,33.012491535395384,2.0164187,35.304638,-0.5236361160435817
40,1,0,0.7245698810178675,0.12313928119169118,131.2055382002145,85.1639311350882,2.4186008,35.304638,-0.3509120704559636
40,1,1,1.0,0.9996183299556525,131.2055382002145,33.012491535395384,2.4186008,35.304638,-0.748391020773684
41,0,0,0.11843002110457036,0.06410710901466779,129.04025343619287,96.36805910989642,2.2798254,39.578213,-0.2531938170940746
41,0,1,1.0,1.0,129.04025343619287,29.67045398056507,2.2798254,39.578213,-0.7700682291728731
41,1,0,1.0,1.0,56.528564279899,96.36805910989642,2.102536,39.578213,0.7047674982993324
41,1,1,0.9713612585509759,0.22574336547532814,56.528564279899,29.67045398056507,2.102536,39.578213,-0.4751245789004482
42,0,0,1.0,1.0,83.2328835055232,115.43867389857769,2.9798477,55.908394,0.3869358964467134
42,0,1,0.00505011373526992,0.004402068535903662,83.2328835055232,77.71054098010063,2.9798477,55.908394,-0.0663480861510237
42,1,0,0.27161286080686253,0.10633759839664118,171.2980046235025,115.43867389857769,2.2534237,55.908394,-0.32609446238266787
42,1,1,1.0,1.0,171.2980046235025,77.71054098010063,2.2534237,55.908394,-0.5463429877604158
43,0,0,0.9994471795063715,0.99997851770492,92.38422278035432,67.02870486676693,2.0931957,48.212452,-0.2744572303635734
43,0,1,0.4427662134662755,0.12997454106850245,92.38422278035432,59.07787935435772,2.0931957,48.212452,-0.3605198206319625
43,0,2,1.0,1.0,92.38422278035432,2.3280611261725426,2.0931957,48.212452,-0.9748002304277911
43,1,0,0.36250744539029606,0.1408756626376044,107.30328234378248,67.02870486676693,1.7927009,48.212452,-0.37533406804819147
43,1,1,1.0,1.0,107.30328234378248,59.07787935435772,1.7927009,48.212452,-0.4494308276136262
43,1,2,1.0,0.95707855025635,107.30328234378248,2.3280611261725426,1.7927009,48.212452,-0.9783039150776972
44,0,0,0.03692321446098543,0.02593618369981048,166.61503070686013,139.782155290246,1.7552047,39.793167,-0.1610471474438789
44,0,1,1.0,1.0,166.61503070686013,41.3254210986197,1.7552047,39.793167,-0.7519706300008011
44,1,0,1.0,1.0,64.39384054485708,139.782155290246,2.0976713,39.793167,1.1707379790909198
44,1,1,0.33714031349415646,0.12833556390943743,64.39384054485708,41.3254210986197,2.0976713,39.793167,-0.3582395342636506
45,0,0,0.017652210626572486,0.013753950455415023,91.71156849898398,80.95588909089565,1.8238062,99.51703,-0.11727723758434556
45,0,1,1.0,1.0,91.71156849898398,2.291463255882263,1.8238062,99.51703,-0.9750144578989766
45,1,0,1.0,1.0,9.084691260010004,80.95588909089565,2.9326348,99.51703,7.911242746053046
45,1,1,1.0,0.5591547742532001,9.084691260010004,2.291463255882263,2.9326348,99.51703,-0.7477665238917828
46,0,0,0.7749511145682197,0.14350793889442157,130.97423016652465,81.35799378529191,1.9355458,74.87348,-0.3788244169723245
46,0,1,1.0,1.0,130.97423016652465,26.623902715742588,1.9355458,74.87348,-0.7967241137291501
46,1,0,1.0,1.0,41.639923924580216,81.35799378529191,2.9155433,74.87348,0.9538458795614166
46,1,1,0.47647790063332823,0.13004387179229057,41.639923924580216,26.623902715742588,2.9155433,74.87348,-0.36061596164381104
47,0,0,0.8304582028696539,0.20201529762148587,170.9879744593054,94.13552809879184,2.3780513,74.07216,-0.4494611191432308
47,0,1,1.0,0.9247099023213655,170.9879744593054,45.02248208038509,2.3780513,74.07216,-0.7366921140346024
47,1,0,1.0,1.0,60.65990016888827,94.13552809879184,1.6685303,74.07216,0.5518576165918718
47,1,1,0.12310436530263312,0.06645485475318635,60.65990016888827,45.02248208038509,1.6685303,74.07216,-0.25778839142441295
48,0,0,1.0,0.31435677864530703,55.742570435628295,24.48908869922161,2.1822956,16.832287,-0.5606752880636947
48,0,1,1.0,0.9992042451919305,55.742570435628295,2.7665501534938812,2.1822956,16.832287,-0.9503691679111084
48,1,0,0.557376942486175,0.9998488061166544,14.476255148649216,24.48908869922161,2.0842535,16.832287,0.6916729117963009
48,1,1,1.0,0.6543038107984134,14.476255148649216,2.7665501534938812,2.0842535,16.832287,-0.8088904813375005
49,0,0,1.0,1.0,90.2500860132277,74.528619941324,2.2646158,82.58068,-0.1741989040276311
49,0,1,0.37473136856339573,0.10581692073082159,90.2500860132277,60.892172671854496,2.2646158,82.58068,-0.32529512866137655
49,1,0,0.12800998487396892,0.06942695147695764,101.19158523995429,74.528619941324,2.0938146,82.58068,-0.2634899456847598
49,1,1,1.0,1.0,101.19158523995429,60.892172671854496,2.0938146,82.58068,-0.39824865350748606
50,0,0,1.0,1.0,88.64772930927575,81.15112248063087,1.7372068,105.36649,-0.08456625891104981
50,0,1,1.0,0.2568816461595115,88.64772930927575,43.71796363964677,1.7372068,105.36649,-0.506834929892871
50,0,2,1.0,0.9788220246111063,88.64772930927575,0.9437129348516464,1.7372068,105.36649,-0.9893543473453312
50,1,0,0.06986760018323537,0.04369108255413269,102.5962036093697,81.15112248063087,1.8253878,105.36649,-0.20902411955114808
50,1,1,1.0,1.0,102.5962036093697,43.71796363964677,1.8253878,105.36649,-0.5738832227545095
50,1,2,1.0,1.0,102.5962036093697,0.9437129348516464,1.8253878,105.36649,-0.9908016778238229
51,0,0,0.19314546277322034,0.09214443168592365,125.88231395557523,87.67492040246725,2.1660275,69.51317,-0.30351677175708447
51,0,1,0.999999999818176,0.9999999983627795,125.88231395557523,106.25589352101088,2.1660275,69.51317,-0.15591086482165126
51,1,0,0.9998830944952862,0.9999797023893371,146.85986612644047,87.67492040246725,2.171239,69.51317,-0.40300285765627314
51,1,1,0.14752562180826098,0.07644178085870457,146.85986612644047,106.25589352101088,2.171239,69.51317,-0.27648106781243553
52,0,0,1.0,1.0,55.378139700740576,3.333478257060051,2.1171238,96.11732,-0.9398051600311256
52,0,1,0.2637513738470249,0.11343482374981874,55.378139700740576,36.7267342582345,2.1171238,96.11732,-0.33680086661084874
52,1,0,1.0,0.7855275953903574,29.318176712840796,3.333478257060051,2.9132595,96.11732,-0.8862999466266246
52,1,1,1.0,1.0,29.318176712840796,36.7267342582345,2.9132595,96.11732,0.252695030047653
53,0,0,0.21510226875459063,0.09923928016675884,122.02779751084745,83.58627539873123,2.223627,39.266373,-0.31502266611588253
53,0,1,1.0,1.0,122.02779751084745,14.919024312868714,2.223627,39.266373,-0.8777407720438246
53,1,0,1.0,1.0,21.66637579910457,83.58627539873123,1.8966173,39.266373,2.8578798860391634
53,1,1,0.21229368785053393,0.09698266750038839,21.66637579910457,14.919024312868714,1.8966173,39.266373,-0.31142040315366043
54,0,0,0.3298589232556096,0.11025618998039842,101.83068983629346,68.01796453259885,1.7655725,62.250046,-0.3320484753471975
54,0,1,1.0,1.0,101.83068983629346,87.74086929112673,1.7655725,62.250046,-0.1383651683772153
54,1,0,1.0,1.0,116.93871311470866,68.01796453259885,1.7587979,62.250046,-0.4183451936410656
54,1,1,0.11359839569099113,0.06234260451826036,116.93871311470866,87.74086929112673,1.7587979,62.250046,-0.24968501059987636
55,0,0,1.0,1.0,53.59924095124006,94.29530773311853,1.5255578,107.274124,0.7592657295072559
55,0,1,0.0013067273813348785,0.0012160546383852004,53.59924095124006,51.730129562318325,1.5255578,107.274124,-0.03487197497110254
55,1,0,0.09027199692732918,0.05298737392808042,122.49164234194905,94.29530773311853,1.9990901,107.274124,-0.23018986495517227
55,1,1,1.0,1.0,122.49164234194905,51.730129562318325,1.9990901,107.274124,-0.5776844152525287
56,0,0,1.0,0.326058330688097,45.666252702474594,19.59012939967215,1.7100888,53.63533,-0.5710151755322244
56,1,0,1.0,1.0,15.378898523747921,19.59012939967215,1.5632674,53.63533,0.27383176171045637
57,0,0,1.0,1.0,126.75643204990774,59.07646180316806,2.0048192,91.58581,-0.5339371671497671
57,0,1,0.6679335921014833,0.20190346606319667,126.75643204990774,69.8001157194376,2.0048192,91.58581,-0.4493366956561602
57,1,0,0.42542653740941994,0.1553576622614982,97.5107490150258,59.07646180316806,2.1543698,91.58581,-0.39415436349417493
57,1,1,1.0,1.0,97.5107490150258,69.8001157194376,2.1543698,91.58581,-0.284180293716318
58,0,0,0.2719309889618689,0.11471856500893465,98.47982948459685,65.12458403035998,1.6898882,81.798676,-0.338701291714299
58,0,1,1.0,1.0,98.47982948459685,82.77031086757779,1.6898882,81.798676,-0.15952016467977506
58,1,0,1.0,1.0,134.2760727070272,65.12458403035998,1.9389908,81.798676,-0.5149948705123861
58,1,1,0.3906149574346558,0.14713444980359688,134.2760727070272,82.77031086757779,1.9389908,81.798676,-0.38358108634758953
59,0,0,1.0,0.819826877067902,137.00309965200722,12.954613380134106,1.8216134,46.730892,-0.9054429176198254
59,0,1,1.0,1.0,137.00309965200722,84.65350602939725,1.8216134,46.730892,-0.3821051768578946
59,0,2,0.7344509849816643,0.1925297787434804,137.00309965200722,76.88858447037637,1.8216134,46.730892,-0.4387821540850088
59,1,0,1.0,0.8794630891099822,119.28679260704666,12.954613380134106,1.9946805,46.730892,-0.8913994324349968
59,1,1,0.169405736017944,0.08429516988820693,119.28679260704666,84.65350602939725,1.9946805,46.730892,-0.2903363048056631
59,1,2,1.0,1.0,119.28679260704666,76.88858447037637,1.9946805,46.730892,-0.35543086715675254
60,0,0,1.0,1.0,136.82607139460742,79.10302865505219,2.0456505,71.6294,-0.421871666351375
60,0,1,0.09317958720924674,0.05353132188489212,136.82607139460742,105.16884650476277,2.0456505,71.6294,-0.23136836837582642
60,0,2,1.0,1.0,136.82607139460742,1.1893835961818695,2.0456505,71.6294,-0.9913073321183674
60,1,0,0.18373631490408326,0.08955132832075904,112.88358629588038,79.10302865505219,1.7095145,71.6294,-0.2992512795641132
60,1,1,1.0,1.0,112.88358629588038,105.16884650476277,1.7095145,71.6294,-0.0683424405997912
60,1,2,1.0,0.9790382687108771,112.88358629588038,1.1893835961818695,1.7095145,71.6294,-0.989463626775071
61,0,0,1.0,1.0,12.831684530712664,73.02596523240209,1.6566973,54.963203,4.691066130687228
